細學類,細學類名稱,科系名稱,日間∕進修別,等級別,總計,男生計,女生計,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生
01116,教育科技細學類,數位學習與教育研究所,N 職,M 碩士,46,9,37,4,13,2,11,2,9,1,3,-,-,-,1,-,-,-,-
01116,教育科技細學類,學習科學學士學位學程,D 日,B 學士,70,31,39,8,7,6,10,7,10,8,8,-,-,-,-,-,-,2,4
01116,教育科技細學類,學習與媒材設計學系,D 日,B 學士,169,39,130,7,36,9,33,9,31,11,26,-,-,-,-,-,-,3,4
01117,教育測驗評量細學類,教育資訊與測驗統計研究所,D 日,D 博士,33,14,19,1,4,2,2,2,4,1,4,1,3,5,1,2,1,-,-
01117,教育測驗評量細學類,教育資訊與測驗統計研究所,D 日,M 碩士,44,29,15,13,3,8,5,5,5,3,1,-,1,-,-,-,-,-,-
01117,教育測驗評量細學類,教育資訊與測驗統計研究所,N 職,M 碩士,42,14,28,5,12,4,10,3,2,1,3,-,1,1,-,-,-,-,-
01118,技職教育細學類,工業教育與技術學系,D 日,D 博士,116,83,33,11,8,15,3,12,7,16,3,14,5,9,3,6,4,-,-
01118,技職教育細學類,工業教育與技術學系,D 日,M 碩士,73,62,11,22,8,23,1,11,-,6,2,-,-,-,-,-,-,-,-
01118,技職教育細學類,工業教育與技術學系技職行政管理碩士在職專班,N 職,M 碩士,87,47,40,11,6,14,12,9,3,10,11,3,7,-,1,-,-,-,-
01118,技職教育細學類,工業教育與技術學系技職教育教學碩士在職專班,N 職,M 碩士,56,32,24,7,13,13,8,5,-,2,-,1,1,4,2,-,-,-,-
01118,技職教育細學類,工業教育與技術學系產業製程研發與資訊應用控制產業碩士專班,D 日,M 碩士,20,15,5,13,4,-,-,-,-,2,1,-,-,-,-,-,-,-,-
01118,技職教育細學類,工業教育與技術學系數位學習碩士班,D 日,M 碩士,14,11,3,5,1,5,2,1,-,-,-,-,-,-,-,-,-,-,-
01118,技職教育細學類,工業教育學系,D 日,M 碩士,97,63,34,20,12,21,15,14,4,8,3,-,-,-,-,-,-,-,-
01118,技職教育細學類,技術及職業教育研究所,D 日,D 博士,137,79,58,15,8,11,12,9,7,12,6,13,5,7,5,12,15,-,-
01118,技職教育細學類,技術及職業教育研究所,D 日,M 碩士,80,24,56,6,21,10,22,5,13,3,-,-,-,-,-,-,-,-,-
01118,技職教育細學類,技術及職業教育研究所,N 職,M 碩士,112,43,69,13,24,12,25,5,10,6,5,2,3,5,2,-,-,-,-
01121,幼兒師資教育細學類,幼兒保育系,D 日,B 學士,122,8,114,-,27,3,31,4,23,1,32,-,-,-,-,-,-,-,1
01121,幼兒師資教育細學類,幼兒保育系,N 修,C 學士,168,12,156,-,-,-,-,7,92,5,63,-,-,-,-,-,-,-,1
01121,幼兒師資教育細學類,幼兒保育科,N 修,2 二專,59,4,55,4,27,-,28,-,-,-,-,-,-,-,-,-,-,-,-
01121,幼兒師資教育細學類,幼兒保育暨產業系,D 日,B 學士,176,13,163,2,34,4,36,3,40,2,41,-,-,-,-,-,-,2,12
01121,幼兒師資教育細學類,幼兒保育暨產業系,N 修,C 學士,116,7,109,-,-,-,-,4,52,3,53,-,-,-,-,-,-,-,4
01121,幼兒師資教育細學類,幼兒教育研究所,D 日,M 碩士,47,3,44,1,12,2,16,-,11,-,5,-,-,-,-,-,-,-,-
01121,幼兒師資教育細學類,幼兒教育學系,D 日,M 碩士,416,44,372,17,126,11,101,6,73,7,49,3,14,-,9,-,-,-,-
01121,幼兒師資教育細學類,幼兒教育學系,D 日,B 學士,"2,402",267,"2,135",75,524,65,519,50,523,61,523,-,-,-,-,-,-,16,46
01121,幼兒師資教育細學類,幼兒教育學系,N 職,M 碩士,368,19,349,7,100,7,108,4,60,-,48,-,19,1,13,-,1,-,-
01121,幼兒師資教育細學類,幼兒教育學系幼兒教育學士後學位學程教保員專班,P 進,B 學士,48,2,46,1,25,1,20,-,-,-,-,-,-,-,-,-,-,-,1
01121,幼兒師資教育細學類,幼兒教育學系幼兒園教師碩士在職專班,N 職,M 碩士,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
01121,幼兒師資教育細學類,幼兒教育學系幼教教學碩士學位班,N 職,M 碩士,4,-,4,-,-,-,-,-,1,-,-,-,1,-,2,-,-,-,-
01121,幼兒師資教育細學類,幼兒教育學系早期療育碩士在職專班,N 職,M 碩士,59,4,55,2,13,1,14,-,8,-,7,1,6,-,7,-,-,-,-
01121,幼兒師資教育細學類,幼兒教育學系早期療育碩士班,D 日,M 碩士,34,6,28,1,14,3,6,-,3,1,4,-,-,1,1,-,-,-,-
01121,幼兒師資教育細學類,幼兒教育學系原住民專班,D 日,B 學士,92,6,86,2,29,3,28,1,29,-,-,-,-,-,-,-,-,-,-
01121,幼兒師資教育細學類,幼兒教育學系碩士在職專班(暑期班),N 職,M 碩士,75,2,73,-,23,2,16,-,17,-,7,-,6,-,2,-,2,-,-
01121,幼兒師資教育細學類,幼兒教育學系學士後學位學程教保員專班,D 日,B 學士,47,-,47,-,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01121,幼兒師資教育細學類,幼兒教育學系學前特殊教育碩士在職專班,N 職,M 碩士,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
01121,幼兒師資教育細學類,幼兒與家庭教育學系,D 日,M 碩士,90,6,84,1,17,2,16,-,12,2,24,1,10,-,2,-,3,-,-
01121,幼兒師資教育細學類,幼兒與家庭教育學系,D 日,B 學士,195,17,178,6,39,6,43,2,45,1,48,-,-,-,-,-,-,2,3
01121,幼兒師資教育細學類,幼兒與家庭教育學系,N 職,M 碩士,86,2,84,1,26,-,25,1,16,-,13,-,1,-,3,-,-,-,-
01121,幼兒師資教育細學類,幼兒與家庭教育學系教學碩士學位班,N 職,M 碩士,1,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
01121,幼兒師資教育細學類,兒童教育暨事業經營系,D 日,B 學士,259,12,247,3,43,-,56,2,66,6,68,-,-,-,-,-,-,1,14
01121,幼兒師資教育細學類,兒童教育暨事業經營系,N 修,B 學士,130,3,127,-,32,1,33,1,26,1,28,-,-,-,-,-,-,-,8
01121,幼兒師資教育細學類,兒童教育暨事業經營系,N 修,C 學士,226,14,212,-,-,-,-,8,111,6,100,-,-,-,-,-,-,-,1
01121,幼兒師資教育細學類,學士後學位學程教保員專班,D 日,B 學士,36,1,35,-,-,1,35,-,-,-,-,-,-,-,-,-,-,-,-
01121,幼兒師資教育細學類,嬰幼兒保育系國際蒙特梭利碩士學位專班,D 日,M 碩士,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,公民教育與活動領導學系,D 日,D 博士,47,24,23,4,3,1,4,3,3,4,5,6,3,4,3,2,2,-,-
01131,普通科目師資教育細學類,公民教育與活動領導學系,D 日,M 碩士,84,33,51,10,13,5,18,7,7,11,13,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,公民教育與活動領導學系,D 日,B 學士,367,136,231,32,54,33,48,33,58,30,59,-,-,-,-,-,-,8,12
01131,普通科目師資教育細學類,公民教育與活動領導學系公民與社會教學碩士在職專班,N 職,M 碩士,2,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-
01131,普通科目師資教育細學類,公民教育與活動領導學系活動領導碩士在職專班,N 職,M 碩士,26,8,18,-,-,4,11,1,-,1,4,-,-,2,3,-,-,-,-
01131,普通科目師資教育細學類,公民教育與活動領導學系學生事務碩士在職專班,N 職,M 碩士,23,7,16,-,-,3,12,-,1,3,-,-,1,1,2,-,-,-,-
01131,普通科目師資教育細學類,公共事務與公民教育學系,D 日,M 碩士,39,19,20,4,9,4,3,5,4,6,4,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,公共事務與公民教育學系,D 日,B 學士,137,46,91,10,26,14,20,14,21,7,24,-,-,-,-,-,-,1,-
01131,普通科目師資教育細學類,外語教學系,D 日,B 學士,410,109,301,26,61,30,69,22,67,21,69,-,-,-,-,-,-,10,35
01131,普通科目師資教育細學類,外語教學系外語文教事業發展碩士在職專班,N 職,M 碩士,27,3,24,-,7,2,5,-,6,-,4,-,2,1,-,-,-,-,-
01131,普通科目師資教育細學類,社會教育學系,D 日,D 博士,36,9,27,4,3,-,4,-,3,2,3,1,3,1,5,1,6,-,-
01131,普通科目師資教育細學類,社會教育學系,D 日,M 碩士,76,17,59,5,17,5,17,5,14,2,11,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,社會教育學系,D 日,B 學士,221,52,169,13,38,9,39,13,40,15,40,-,-,-,-,-,-,2,12
01131,普通科目師資教育細學類,社會教育學系社會教育與文化行政碩士在職專班,N 職,M 碩士,66,6,60,4,18,-,-,1,22,-,2,1,8,-,10,-,-,-,-
01131,普通科目師資教育細學類,科學教育研究所,D 日,D 博士,28,16,12,2,2,2,3,2,-,1,3,-,3,5,-,4,1,-,-
01131,普通科目師資教育細學類,科學教育研究所,D 日,M 碩士,21,12,9,6,2,4,4,1,3,1,-,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,科學教育研究所數理創意教學及科普推廣碩士在職專班,N 職,M 碩士,2,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,科學教育與應用學系,D 日,M 碩士,20,7,13,3,7,2,3,1,2,1,1,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,科學教育與應用學系,D 日,B 學士,173,103,70,26,18,26,16,26,19,22,15,-,-,-,-,-,-,3,2
01131,普通科目師資教育細學類,科學教育與應用學系,N 職,M 碩士,31,11,20,3,8,4,7,-,2,2,2,1,-,1,1,-,-,-,-
01131,普通科目師資教育細學類,科學教育與應用學系環境教育及管理碩士在職專班,N 職,M 碩士,30,3,27,1,11,1,6,1,9,-,1,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,科學教育與應用學系環境教育及管理碩士班,D 日,M 碩士,30,13,17,6,5,4,5,2,5,1,2,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,科學傳播學系數理課程與教學碩士在職專班,N 職,M 碩士,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
01131,普通科目師資教育細學類,英語教學系,D 日,M 碩士,72,11,61,3,16,3,18,4,5,1,13,-,7,-,2,-,-,-,-
01131,普通科目師資教育細學類,英語教學系,D 日,B 學士,304,89,215,28,50,18,52,24,51,14,51,-,-,-,-,-,-,5,11
01131,普通科目師資教育細學類,英語教學研究所,D 日,M 碩士,40,8,32,3,8,1,4,-,10,4,10,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,英語學系,D 日,M 碩士,25,4,21,2,7,1,6,1,6,-,2,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,健康促進與衛生教育學系,D 日,M 碩士,62,17,45,4,15,6,14,6,12,1,4,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,健康促進與衛生教育學系,D 日,B 學士,178,41,137,8,31,13,33,8,29,10,30,-,-,-,-,-,-,2,14
01131,普通科目師資教育細學類,國語文補救教學碩士在職專班,N 職,M 碩士,35,2,33,-,-,1,21,-,1,1,-,-,5,-,5,-,1,-,-
01131,普通科目師資教育細學類,教育與學習科技學系,D 日,B 學士,181,48,133,10,33,11,34,11,32,10,24,-,-,-,-,-,-,6,10
01131,普通科目師資教育細學類,教育學系,D 日,B 學士,200,53,147,11,31,17,30,10,38,14,40,-,-,-,-,-,-,1,8
01131,普通科目師資教育細學類,華語文教學研究所,D 日,M 碩士,56,11,45,4,11,4,8,2,10,1,11,-,5,-,-,-,-,-,-
01131,普通科目師資教育細學類,華語文教學碩士學位學程,D 日,M 碩士,18,5,13,3,3,1,2,1,4,-,4,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,華語文教學碩士學位學程,N 職,M 碩士,35,6,29,2,7,1,2,-,3,2,6,1,6,-,5,-,-,-,-
01131,普通科目師資教育細學類,華語教學碩士學位學程,D 日,M 碩士,49,4,45,1,15,1,10,-,12,2,8,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,語文教育學系,D 日,D 博士,29,10,19,1,3,3,2,3,3,-,5,2,1,-,1,1,4,-,-
01131,普通科目師資教育細學類,語文教育學系,D 日,M 碩士,35,6,29,3,9,1,6,1,8,-,6,-,-,1,-,-,-,-,-
01131,普通科目師資教育細學類,語文教育學系,D 日,B 學士,188,26,162,4,44,7,40,8,36,6,40,-,-,-,-,-,-,1,2
01131,普通科目師資教育細學類,語文教育學系,N 職,M 碩士,29,5,24,2,3,1,10,1,4,-,6,-,1,1,-,-,-,-,-
01131,普通科目師資教育細學類,語文教育學系華語文教學碩士班,D 日,M 碩士,36,8,28,3,7,2,9,1,7,2,5,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,數理教育研究所,D 日,M 碩士,73,34,39,12,15,11,15,6,3,4,4,1,2,-,-,-,-,-,-
01131,普通科目師資教育細學類,數理教育研究所,N 職,M 碩士,82,27,55,7,12,7,14,6,10,3,7,2,2,1,8,1,2,-,-
01131,普通科目師資教育細學類,數理教育研究所科學教育教師碩士在職專班,N 職,M 碩士,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
01131,普通科目師資教育細學類,數理教育研究所數學教育教師碩士在職專班,N 職,M 碩士,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-
01131,普通科目師資教育細學類,數學教育學系,D 日,M 碩士,29,14,15,7,2,3,6,3,2,1,4,-,1,-,-,-,-,-,-
01131,普通科目師資教育細學類,數學教育學系,D 日,B 學士,185,106,79,27,21,19,26,26,15,28,16,-,-,-,-,-,-,6,1
01131,普通科目師資教育細學類,數學教育學系,N 職,M 碩士,39,10,29,4,11,3,10,1,3,2,5,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,數學暨資訊教育學系,D 日,B 學士,228,110,118,37,25,24,33,24,29,21,30,-,-,-,-,-,-,4,1
01131,普通科目師資教育細學類,數學暨資訊教育學系人工智慧與資訊教育碩士在職專班,N 職,M 碩士,13,7,6,7,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,數學暨資訊教育學系人工智慧與資訊教育碩士班,D 日,M 碩士,5,4,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,數學暨資訊教育學系數學教育教學碩士學位班,N 職,M 碩士,1,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
01131,普通科目師資教育細學類,數學暨資訊教育學系數學教育碩士在職專班,N 職,M 碩士,36,19,17,8,6,5,8,4,1,-,1,-,-,2,1,-,-,-,-
01131,普通科目師資教育細學類,數學暨資訊教育學系數學教育碩士班,D 日,M 碩士,32,17,15,5,3,5,6,4,6,2,-,1,-,-,-,-,-,-,-
01131,普通科目師資教育細學類,體育學系,D 日,M 碩士,34,19,15,7,6,3,7,7,-,1,1,1,1,-,-,-,-,-,-
01131,普通科目師資教育細學類,體育學系,D 日,B 學士,204,120,84,28,22,27,22,31,22,28,18,-,-,-,-,-,-,6,-
01131,普通科目師資教育細學類,體育學系,N 職,M 碩士,57,29,28,7,12,8,9,4,3,4,-,5,3,1,1,-,-,-,-
01141,專業科目師資教育細學類,人類發展與家庭學系,D 日,D 博士,34,1,33,-,5,-,4,-,4,-,3,-,7,-,5,1,5,-,-
01141,專業科目師資教育細學類,人類發展與家庭學系,D 日,M 碩士,79,8,71,3,25,1,19,2,13,2,14,-,-,-,-,-,-,-,-
01141,專業科目師資教育細學類,人類發展與家庭學系,D 日,B 學士,300,47,253,14,62,9,58,5,60,10,47,-,-,-,-,-,-,9,26
01141,專業科目師資教育細學類,人類發展與家庭學系幼兒教育碩士在職專班,N 職,M 碩士,2,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-
01141,專業科目師資教育細學類,工業科技教育學系,D 日,D 博士,37,24,13,4,3,4,1,3,2,4,2,4,2,2,-,3,3,-,-
01141,專業科目師資教育細學類,工業科技教育學系,D 日,M 碩士,42,21,21,7,5,4,8,6,6,3,2,1,-,-,-,-,-,-,-
01141,專業科目師資教育細學類,工業科技教育學系,D 日,B 學士,159,118,41,28,9,24,13,29,9,32,8,-,-,-,-,-,-,5,2
01141,專業科目師資教育細學類,工業科技教育學系工業(生活)科技教學碩士班(暑期班),N 職,M 碩士,84,31,53,8,16,11,22,7,12,3,1,1,2,1,-,-,-,-,-
01141,專業科目師資教育細學類,工業科技教育學系科技教育碩士在職專班,N 職,M 碩士,48,22,26,10,9,6,13,1,3,3,1,1,-,1,-,-,-,-,-
01141,專業科目師資教育細學類,工業教育與技術學系,D 日,B 學士,334,292,42,73,12,66,10,71,5,68,13,-,-,-,-,-,-,14,2
01141,專業科目師資教育細學類,工業教育學系,D 日,D 博士,28,18,10,3,3,5,1,1,3,1,1,4,2,3,-,1,-,-,-
01141,專業科目師資教育細學類,工業教育學系,D 日,B 學士,126,112,14,27,5,24,3,32,2,23,4,-,-,-,-,-,-,6,-
01141,專業科目師資教育細學類,工業教育學系技職教育行政碩士在職專班,N 職,M 碩士,48,24,24,2,7,7,3,3,4,8,9,3,1,1,-,-,-,-,-
01141,專業科目師資教育細學類,工業教育學系科技應用管理碩士在職專班,N 職,M 碩士,52,31,21,13,10,11,7,3,2,3,2,1,-,-,-,-,-,-,-
01141,專業科目師資教育細學類,自然科學教育學系,D 日,D 博士,11,6,5,-,1,-,1,-,1,3,-,1,1,-,1,2,-,-,-
01141,專業科目師資教育細學類,自然科學教育學系科學探究與實作碩士在職專班,N 職,M 碩士,36,15,21,6,10,3,6,3,3,-,2,-,-,3,-,-,-,-,-
01141,專業科目師資教育細學類,身心障礙者轉銜及休閒教育碩士學位學程,D 日,M 碩士,38,10,28,1,11,3,7,2,9,3,1,1,-,-,-,-,-,-,-
01141,專業科目師資教育細學類,科學教育暨環境教育研究所,D 日,M 碩士,57,26,31,6,6,12,11,3,7,1,5,1,1,3,1,-,-,-,-
01141,專業科目師資教育細學類,科學教育暨環境教育研究所科學教育博士班,D 日,D 博士,54,35,19,7,1,5,4,2,6,2,2,5,2,9,1,5,3,-,-
01141,專業科目師資教育細學類,科學教育暨環境教育研究所碩士在職現役軍人營區專班,N 職,M 碩士,49,38,11,17,5,21,6,-,-,-,-,-,-,-,-,-,-,-,-
01141,專業科目師資教育細學類,健康促進與衛生教育學系,D 日,D 博士,57,25,32,6,5,3,6,5,3,5,6,3,4,1,4,2,4,-,-
01141,專業科目師資教育細學類,健康促進與衛生教育學系健康促進與衛生教育碩士在職專班,N 職,M 碩士,108,13,95,3,26,-,26,3,25,3,12,1,3,3,3,-,-,-,-
01141,專業科目師資教育細學類,運動科學系,D 日,M 碩士,46,20,26,10,9,6,11,-,4,3,2,1,-,-,-,-,-,-,-
01141,專業科目師資教育細學類,運動科學系,D 日,B 學士,178,113,65,25,20,21,24,30,12,26,8,-,-,-,-,-,-,11,1
01141,專業科目師資教育細學類,運動科學系,N 職,M 碩士,54,27,27,8,11,7,10,3,2,2,2,2,-,1,1,4,1,-,-
01141,專業科目師資教育細學類,運動教育研究所,D 日,M 碩士,39,14,25,4,9,5,7,1,5,2,4,2,-,-,-,-,-,-,-
01141,專業科目師資教育細學類,運動教育研究所,N 職,M 碩士,38,14,24,6,13,8,9,-,-,-,1,-,-,-,1,-,-,-,-
01141,專業科目師資教育細學類,運動學系,D 日,B 學士,260,173,87,36,20,40,17,38,22,38,18,-,-,-,-,-,-,21,10
01141,專業科目師資教育細學類,環境教育研究所,D 日,D 博士,23,12,11,1,2,3,3,1,-,1,1,1,2,-,1,5,2,-,-
01141,專業科目師資教育細學類,環境教育研究所,D 日,M 碩士,57,25,32,7,9,7,12,6,8,5,3,-,-,-,-,-,-,-,-
01141,專業科目師資教育細學類,環境教育碩士在職學位學程,N 職,M 碩士,13,8,5,-,-,2,2,5,2,1,1,-,-,-,-,-,-,-,-
01141,專業科目師資教育細學類,醫護教育暨數位學習系,D 日,C 學士,53,17,36,-,-,-,-,10,16,7,19,-,-,-,-,-,-,-,1
01141,專業科目師資教育細學類,醫護教育暨數位學習系碩士班,D 日,M 碩士,51,3,48,-,14,1,14,2,9,-,11,-,-,-,-,-,-,-,-
01141,專業科目師資教育細學類,藝術與設計學系美勞教師碩士在職專班,N 職,M 碩士,32,2,30,-,-,-,14,-,-,2,8,-,2,-,4,-,2,-,-
01141,專業科目師資教育細學類,體育研究所,D 日,D 博士,63,40,23,4,4,6,4,5,4,4,2,5,3,5,3,11,3,-,-
01141,專業科目師資教育細學類,體育研究所,D 日,M 碩士,33,21,12,10,6,4,3,4,3,3,-,-,-,-,-,-,-,-,-
01141,專業科目師資教育細學類,體育研究所,N 職,M 碩士,51,27,24,6,9,4,9,9,-,6,4,1,-,1,2,-,-,-,-
01141,專業科目師資教育細學類,體育與健康休閒學系,D 日,B 學士,197,137,60,28,15,37,13,36,14,33,17,-,-,-,-,-,-,3,1
01141,專業科目師資教育細學類,體育與運動科學系,D 日,D 博士,113,64,49,9,13,12,7,7,10,9,7,12,2,8,5,7,5,-,-
01141,專業科目師資教育細學類,體育與運動科學系,D 日,M 碩士,167,100,67,37,30,34,22,21,13,7,2,1,-,-,-,-,-,-,-
01141,專業科目師資教育細學類,體育與運動科學系,D 日,B 學士,444,280,164,69,41,71,33,61,39,53,44,-,-,-,-,-,-,26,7
01141,專業科目師資教育細學類,體育與運動科學系,N 職,M 碩士,40,20,20,9,6,4,8,3,2,2,2,1,2,1,-,-,-,-,-
01141,專業科目師資教育細學類,體育與運動科學系運動科學碩士在職專班,N 職,M 碩士,29,15,14,-,1,10,10,2,-,2,2,-,1,1,-,-,-,-,-
01141,專業科目師資教育細學類,體育與運動科學系體育行政教師碩士在職專班,N 職,M 碩士,14,7,7,-,-,-,-,4,6,1,1,2,-,-,-,-,-,-,-
01141,專業科目師資教育細學類,體育學系,D 日,M 碩士,357,200,157,66,59,64,42,33,30,32,20,4,4,1,1,-,1,-,-
01141,專業科目師資教育細學類,體育學系,D 日,B 學士,"2,140","1,478",662,359,158,336,161,337,151,284,161,-,-,-,-,-,-,162,31
01141,專業科目師資教育細學類,體育學系,N 職,M 碩士,179,98,81,46,27,32,35,9,12,4,6,3,-,1,1,3,-,-,-
01141,專業科目師資教育細學類,體育學系,P 進,B 學士,388,273,115,73,30,64,22,57,22,49,28,-,-,-,-,-,-,30,13
01141,專業科目師資教育細學類,體育學系健康與體育碩士在職專班,N 職,M 碩士,71,30,41,8,16,11,11,6,11,4,3,1,-,-,-,-,-,-,-
01141,專業科目師資教育細學類,體育學系探索教育碩士在職專班,N 職,M 碩士,56,8,48,3,19,5,13,-,16,-,-,-,-,-,-,-,-,-,-
01141,專業科目師資教育細學類,體育學系運動教練博士班,D 日,D 博士,66,48,18,6,2,5,1,7,4,8,1,2,2,5,1,15,7,-,-
01141,專業科目師資教育細學類,體育學系運動教練碩士班,D 日,M 碩士,102,71,31,17,6,14,9,20,2,4,6,6,4,10,4,-,-,-,-
01141,專業科目師資教育細學類,體育學系體育教學碩士班,N 職,M 碩士,2,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
01141,專業科目師資教育細學類,體育學系體育教學碩士班(夜間班),N 職,M 碩士,9,6,3,-,-,-,-,1,-,3,1,-,1,2,1,-,-,-,-
01141,專業科目師資教育細學類,體育學系體育教學碩士學位班,N 職,M 碩士,52,18,34,8,17,9,14,1,1,-,2,-,-,-,-,-,-,-,-
01141,專業科目師資教育細學類,體育學系體育碩士在職專班(週末班),N 職,M 碩士,80,45,35,8,12,11,8,18,8,4,2,3,3,1,2,-,-,-,-
01199,其他教育細學類,生命教育碩士學位學程,D 日,M 碩士,119,22,97,5,36,6,22,6,25,5,14,-,-,-,-,-,-,-,-
01199,其他教育細學類,竹師教育學院跨領域STEAM教育碩士在職專班,N 職,M 碩士,14,3,11,3,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01199,其他教育細學類,性別教育研究所,D 日,M 碩士,60,16,44,8,5,2,9,5,15,1,13,-,2,-,-,-,-,-,-
01199,其他教育細學類,性別教育博士學位學程,D 日,D 博士,24,5,19,1,3,-,3,1,3,1,3,-,3,1,2,1,2,-,-
01199,其他教育細學類,科技應用與人力資源發展學系,D 日,D 博士,37,20,17,3,4,4,2,4,3,1,3,4,2,1,2,3,1,-,-
